ccn,reporting_entity_name_legal,reporting_entity_name_common,reporting_entity_type,machine_readable_url,machine_readable_url_status,machine_readable_page,supplemental_url,file_name,file_format,file_size,meets_standard,standard_issue,state_or_region,last_updated_date,entry_date,notes
151307,,Ascension St. Vincent Williamsport,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in/350784551_ascension-st-vincent-williamsport_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IN,2021-09-30,2022-10-29,
151308,,Ascension St. Vincent Mercy,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in/350876389_ascension-st-vincent-mercy_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IN,2021-09-30,2022-10-29,
151309,,Ascension St. Vincent Clay,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in/352112529_ascension-st-vincent-clay_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IN,2021-09-30,2022-10-29,
151314,,Ascension St. Vincent Salem,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in/270847538_ascension-st-vincent-salem_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IN,2021-09-30,2022-10-29,
151325,,Ascension St. Vincent Warrick,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in/351343019_ascension-st-vincent-warrick_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IN,2021-09-30,2022-10-29,
151335,,Ascension St. Vincent Dunn,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in/272192831_ascension-st-vincent-dunn_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IN,2021-09-30,2022-10-29,
152020,,Ascension St. Vincent Seton Specialty Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in/351712001_ascension-st-vincent-seton-specialty-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IN,2021-09-30,2022-10-29,
,,Ascension St Vincent Naab Road Surgery Center,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in/351991390_ascension-st-vincent-naab-road-surgery-center_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IN,2021-09-30,2022-10-29,
150157,,Ascension St Vincent Carmel Ambulatory Surgery Center,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in/320014795_ascension-st-vincent-carmel-asc_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IN,2021-09-30,2022-10-29,
150157,,Ascension St Vincent Endoscopy Center,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in/320029881_ascension-st-vincent-endoscopy-center_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IN,2021-09-30,2022-10-29,
,,Ascension Medical Group St. Vincent Urgent Care,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in/ascension-medical-group-st-vincent-urgent-care.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",IN,2021-09-30,2022-10-29,
170142,,Ascension Via Christi Hospital Manhattan,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ks/481186704_ascension-via-christi-hospital-_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",KS,2021-09-30,2022-10-29,
170006,,Ascension Via Christi Hospital Pittsburg,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ks/480543778_ascension-via-christi-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",KS,2021-09-30,2022-10-29,
170122,,Ascension Via Christi St. Francis,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ks/481172106_ascension-via-christi-st-francis-_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",KS,2021-09-30,2022-10-29,
170200,,Ascension Via Christi St. Teresa,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ks/271965272_ascension-via-christi-st-teresa_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",KS,2021-09-30,2022-10-29,
171337,,Wamego Health Center,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ks/721526400_wamego-health-center_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",KS,2021-09-30,2022-10-29,
173028,,Ascension Via Christi Rehabilitation Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ks/481158274_ascension-via-christi-rehabiliatation-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",KS,2021-09-30,2022-10-29,
210011,,Saint Agnes Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/md/520591657_saint-agnes-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MD,2021-09-30,2022-10-29,
230019,,Ascension Providence Hospital Southfield Campus,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381358212_ascension-providence-hospital-southfield-campus_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
230019,,Ascension Providence Hospital Novi Campus,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381358212_ascension-providence-hospital-novi-campus_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
230165,,Ascension St. John Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381359063_ascension-st-john-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
230195,,Ascension Macomb-Oakland Hospital Warren Campus,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/383322109_ascension-macomb-oakland-hospital-warren-campus_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
230223,,Ascension Macomb-Oakland Hospital Madison Heights Campus,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/383322109_ascension-macomb-oakland-hospital-madison-heights-campus_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
230241,,Ascension River District Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/383160564_ascension-river-district-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
230279,,Ascension Brighton Center for Recovery,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381576680_ascension-brighton-center-for-recovery_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
230197,,Ascension Genesys Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/382377821_ascension-genesys-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
230117,,Ascension Borgess Hospital and Ascension Borgess-Pipp Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381360526_ascension-borgess-hospital-and-ascension-borgess-pipp-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
231328,,Ascension Borgess Allegan Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381359180_ascension-borgess-allegan-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
231315,,Ascension Borgess-Lee Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381490190_ascension-borgess-lee-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
230254,,Ascension Providence Rochester Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381359247_asccension-providence-rochester-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
230077,,Ascension St. Mary's Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/380997730_ascension-st-marys-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
230100,,Ascension St. Joseph Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381443395_ascension-st-joseph-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
231305,,Ascension Standish Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381671120_ascension-standish-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",MI,2021-09-30,2022-10-29,
330011,,Our Lady of Lourdes Memorial Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ny/150532221_our-lady-of-lourdes-memorial-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",NY,2021-09-30,2022-10-29,
370018,,Ascension St. John Jane Phillips,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ok/730606129_ascension-st-john-jane-phillips_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",OK,2021-09-30,2022-10-29,
370114,,Ascension St. John Medical Center,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ok/730579286_ascension-st-john-medical-center_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",OK,2021-09-30,2022-10-29,
370227,,Ascension St. John Owasso,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ok/203700131_ascension-st-john-owasso_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",OK,2021-09-30,2022-10-29,
370235,,Ascension St. John Broken Arrow,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ok/383833117_ascension-st-john-broken-arrow_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",OK,2021-09-30,2022-10-29,
371305,,Ascension St. John Nowata,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ok/731440267_ascension-st-john-nowata_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",OK,2021-09-30,2022-10-29,
371312,,Ascension St. John Sapulpa,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tn/620475842_ascension-saint-thomas-rutherford_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",OK,2021-09-30,2022-10-29,
440053,,Ascension Saint Thomas Rutherford,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tn/620475842_ascension-saint-thomas-rutherford_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TN,2021-09-30,2022-10-29,
440082,,Ascension Saint Thomas Hospital West,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tn/620347580_ascension-saint-thomas-hospital-west_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TN,2021-09-30,2022-10-29,
440133,,Ascension Saint Thomas Hospital Midtown,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tn/620347580_ascension-saint-thomas-hospital-midtown_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TN,2021-09-30,2022-10-29,
443435,,Ascension Saint Thomas Hickman,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tn/581737573_ascension-saint-thomas-hickman_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TN,2021-09-30,2022-10-29,
440148,,Ascension Saint Thomas Dekalb,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tn/474063289_ascension-saint-thomas-dekalb_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TN,2021-09-30,2022-10-29,
440192,,Ascension Saint Thomas Highlands,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tn/474063406_ascension-saint-thomas-highlands_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TN,2021-09-30,2022-10-29,
440151,,Ascension Saint Thomas River Park,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tn/474063149_ascension-saint-thomas-river-park_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TN,2021-09-30,2022-10-29,
440200,,Ascension Saint Thomas Stones River,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tn/474063232_ascension-saint-thomas-stones-river_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TN,2021-09-30,2022-10-29,
441303,,Ascension Saint Thomas Three Rivers,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tn/26-1861676_ascension-saint-thomas-three-rivers_standardcharges.csv,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TN,2021-09-30,2022-10-29,
450056,,Ascension Seton Medical Center Austin,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_ascension-seton-medical-center-austin_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TX,2021-09-30,2022-10-29,
450124,,Dell Seton Medical Center at the University of Texas,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_dell-seton-medical-center-at-the-university-of-texas_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TX,2021-09-30,2022-10-29,
450143,,Ascension Seton Smithville,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_ascension-seton-smithville_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TX,2021-09-30,2022-10-29,
450865,,Ascension Seton Southwest,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_ascension-seton-southwest_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TX,2021-09-30,2022-10-29,
450867,,Ascension Seton Northwest,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_ascension-seton-northwest_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TX,2021-09-30,2022-10-29,
451365,,Ascension Seton Highland Lakes,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_ascension-seton-highland-lakes_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TX,2021-09-30,2022-10-29,
451371,,Ascension Seton Edgar B Davis,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_ascension-seton-edgar-b-davis_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TX,2021-09-30,2022-10-29,
453310,,Dell Children's Medical Center,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_dell-childrens-medical-center_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TX,2021-09-30,2022-10-29,
454029,,Ascension Seton Shoal Creek,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_ascension-seton-shoal-creek-ip-psych_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TX,2021-09-30,2022-10-29,
670041,,Ascension Seton Williamson,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_ascension-seton-williamson_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TX,2021-09-30,2022-10-29,
670143,,Ascension Seton Bastrop,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_ascension-seton-bastrop_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TX,2021-09-30,2022-10-29,
670056,,Ascension Seton Hays,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_ascension-seton-hays_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TX,2021-09-30,2022-10-29,
230019,,Ascension Providence,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109636_ascension-providence_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TX,2021-09-30,2022-10-29,
450042,,Ascension Providence DePaul (Distinct Part Unit),hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109636_ascension-providence-depaul-distinct-part-unit_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",TX,2021-09-30,2022-10-29,
520009,,Ascension NE Wisconsin - St. Elizabeth Campus,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/wi/390816818_ascension-ne-wisconsin-st-elizabeth-campus_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",WI,2021-09-30,2022-10-29,
520048,,Ascension NE Wisconsin - Mercy Campus,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/wi/390816818_ascension-ne-wisconsin-mercy-campus_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",WI,2021-09-30,2022-10-29,
521317,,Ascension Calumet Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/wi/390905385_ascension-calumet-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",WI,2021-09-30,2022-10-29,
520205,,Midwest Orthopedic Specialty Hospital,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/wi/562592868_midwest-orthopedic-specialty-hospital_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",WI,2021-09-30,2022-10-29,
520170,,Ascension SE Wisconsin Hospital - Elmbrook Campus,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/wi/390816857_ascension-se-wisconsin-hospital-elmbrook-campus_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",WI,2021-09-30,2022-10-29,
520136,,Ascension SE Wisconsin Hospital - St. Joseph Campus,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/wi/390816857_ascension-se-wisconsin-hospital-st-joseph-campus_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",WI,2021-09-30,2022-10-29,
520094,,Ascension All Saints Hospital Wisconsin Avenue Campus,hospital,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/wi/391264986_ascension-all-saints-hospital-wisconsin-avenue-campus_standardcharges.xlsx,up,https://healthcare.ascension.org/price-transparency/price-transparency-files,,,xlsx,,false,"File type is xlsx. File naming convention not followed. File labeled as shoppable services, perhaps not even intended to be MRF?",WI,2021-09-30,2022-10-29,
